intent,subject,question,answer
general,general,nobody told me.,i thought you heard.
general,general,i thought you heard.,i really wasn't told anything.
general,general,i really wasn't told anything.,she was a cute 8 pounds 6 ounces.
general,general,she was a cute 8 pounds 6 ounces.,"wow, how exciting."
general,general,"wow, how exciting.","i know, you should really go and see her and the baby."
general,general,"i know, you should really go and see her and the baby.",of course i will.
general,general,of course i will.,i just wanted to let you know what happened.
general,general,did you go to school today?,of course. did you?
general,general,of course. did you?,"i didn't want to, so i didn't."
general,general,"i didn't want to, so i didn't.","that's sad, but have you gone to the movies recently?"
general,general,"that's sad, but have you gone to the movies recently?",that's a switch.
general,general,that's a switch.,"i'm serious, have you?"
general,general,"i'm serious, have you?","no, i haven't. why?"
general,general,"no, i haven't. why?",i really want to go to the movies this weekend.
general,general,i really want to go to the movies this weekend.,so go then.
general,general,so go then.,i really don't want to go by myself.
general,general,i really don't want to go by myself.,"well anyway, do you plan on going to school tomorrow?"
general,general,"well anyway, do you plan on going to school tomorrow?","no, i think i'm going to go to the movies."
general,general,did you make it to school today?,i always do. did you go to school today?
general,general,i always do. did you go to school today?,"no, i didn't."
general,general,"no, i didn't.","you should have, but have you seen any movies lately?"
general,general,"you should have, but have you seen any movies lately?",that was an odd change of subject.
general,general,that was an odd change of subject.,"maybe it was, but answer the question."
general,general,"maybe it was, but answer the question.","no, not recently."
general,general,"no, not recently.",i want to go to see a movie this weekend.
general,general,i want to go to see a movie this weekend.,what's stopping you then?
general,general,what's stopping you then?,i don't want to go alone.
general,general,i don't want to go alone.,"so, will you be at school tomorrow?"
general,general,"so, will you be at school tomorrow?","no, i want to go to the movies instead."
general,general,did you even bother to go to school today?,"yeah, i went. did you go?"
general,general,"yeah, i went. did you go?","no, i didn't feel like it."
general,general,"no, i didn't feel like it.","that's nice, have you been to the movies lately?"
general,general,"that's nice, have you been to the movies lately?","no, but that was a random change of subject."
general,general,"no, but that was a random change of subject.","it may have been random, but have you?"
general,general,"it may have been random, but have you?",i haven't lately.
